SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAY_OF_CONSOM,CONSOM_PER_DAY,BILLS,STD
0614KO,2020-04-01,2020-04-30,800,"145,36",29,,35,
0614KO,2020-05-01,2020-05-31,880,"139,13",30,,35,
0614KO,2020-06-01,2020-06-30,846,"112,77",29,,35,
0614KO,2020-07-01,2020-07-31,936,"121,87",30,,35,
0614KO,2020-08-01,2020-08-31,981,"126,84",30,,35,
0614KO,2020-09-01,2020-09-30,894,"118,99",29,,35,
0614KO,2020-10-01,2020-10-31,794,"109,81",30,,35,
0614KO,2020-11-01,2020-11-30,787,"112,23",29,,35,
1985BB,2018-01-01,2018-01-31,1551,"203,01",30,,35,
1985BB,2018-02-01,2018-02-28,1401,"184,25",27,,35,
1985BB,2018-03-01,2018-03-31,1543,"202,31",30,,35,
1985BB,2018-04-01,2018-04-30,1479,"194,35",29,,35,
1985BB,2018-05-01,2018-05-31,1772,"231,42",30,,35,
1985BB,2018-06-01,2018-06-30,1958,"254,61",29,,35,
1985BB,2018-07-01,2018-07-31,2022,"263,07",30,,35,
1985BB,2018-08-01,2018-08-31,2050,"266,53",30,,35,
1985BB,2018-09-01,2018-09-30,1950,"255,38",29,,35,
1985BB,2018-10-01,2018-10-31,2022,"264,59",30,,35,
1985BB,2018-11-01,2018-11-30,1945,"254,77",29,,35,
1985BB,2018-12-01,2018-12-31,2008,"262,56",30,,35,
1985BB,2019-01-01,2019-01-31,2008,"250,81",30,,35,
1985BB,2019-02-01,2019-02-28,1823,"228,78",27,,35,
1985BB,2019-03-01,2019-03-31,2012,"251,18",30,,35,
1985BB,2019-04-01,2019-04-30,1912,"239,13",29,,35,
1985BB,2019-05-01,2019-05-31,1824,"228,18",30,,35,
1985BB,2019-06-01,2019-06-30,1807,"226,04",29,,35,
1985BB,2019-07-01,2019-07-31,1866,"233,34",30,,35,
1985BB,2019-08-01,2019-08-31,1853,"231,76",30,,35,
1985BB,2019-09-01,2019-09-30,1768,"221,58",29,,35,
1985BB,2019-10-01,2019-10-31,1820,"227,75",30,,35,
1985BB,2019-11-01,2019-11-30,1755,"220,00",29,,35,
1985BB,2019-12-01,2019-12-31,1802,"225,60",30,,35,
1985BB,2020-01-01,2020-01-31,1803,"269,70",30,,35,
1985BB,2020-02-01,2020-02-29,1693,"254,31",28,,35,
1985BB,2020-03-01,2020-03-31,1818,"271,95",30,,35,
1985BB,2020-04-01,2020-04-30,1779,"265,18",29,,35,
1985BB,2020-05-01,2020-05-31,1827,"271,96",30,,35,
1985BB,2020-06-01,2020-06-30,1777,"264,70",29,,35,
1985BB,2020-07-01,2020-07-31,1839,"273,42",30,,35,
1985BB,2020-08-01,2020-08-31,1843,"273,99",30,,35,
1985BB,2020-09-01,2020-09-30,1764,"262,76",29,,35,
1985BB,2020-10-01,2020-10-31,1795,"267,38",30,,35,
1985BB,2020-11-01,2020-11-30,1705,"236,00",29,,35,
0670BR,2018-01-01,2018-12-31,10257,"910,82",364,,1,
1022KO,2018-01-01,2018-03-31,6597,"818,03",89,,11,
1022KO,2018-04-01,2018-06-30,7026,"885,28",90,,11,
1022KO,2018-07-01,2018-09-30,6825,"846,30",91,,11,
1022KO,2018-10-01,2018-12-31,6639,"826,56",91,,11,
1022KO,2019-01-01,2019-03-31,6626,"923,00",89,,11,
1022KO,2019-04-01,2019-06-30,7400,"1 043,40",90,,11,
1022KO,2019-07-01,2019-09-30,7461,"1 126,61",91,,11,
1022KO,2019-10-01,2019-12-31,7365,"1 185,77",91,,11,
1022KO,2020-01-01,2020-03-31,7408,"1 118,61",90,,11,
1022KO,2020-04-01,2020-06-30,5334,"965,45",90,,11,
1022KO,2020-07-01,2020-09-30,10776,"1 864,25",91,,11,
1017KO,2018-01-01,2018-01-31,2156,"265,76",30,,35,
1017KO,2018-02-01,2018-02-28,1953,"241,31",27,,35,
1017KO,2018-03-01,2018-03-31,2180,"268,66",30,,35,
1017KO,2018-04-01,2018-04-30,2087,"257,45",29,,35,
1017KO,2018-05-01,2018-05-31,2201,"271,19",30,,35,
1017KO,2018-06-01,2018-06-30,2174,"267,93",29,,35,
1017KO,2018-07-01,2018-07-31,2358,"290,27",30,,35,
1017KO,2018-08-01,2018-08-31,2468,"303,53",30,,35,
1017KO,2018-09-01,2018-09-30,2248,"278,77",29,,35,
1017KO,2018-10-01,2018-10-31,2225,"275,98",30,,35,
1017KO,2018-11-01,2018-11-30,2152,"267,13",29,,35,
1017KO,2018-12-01,2018-12-31,2200,"272,95",30,,35,
1017KO,2019-01-01,2019-01-31,2400,"326,76",30,,35,
1017KO,2019-02-01,2019-02-28,2075,"283,33",27,,35,
1017KO,2019-03-01,2019-03-31,2154,"293,89",30,,35,
1017KO,2019-04-01,2019-04-30,2058,"281,06",29,,35,
1017KO,2019-05-01,2019-05-31,2134,"291,21",30,,35,
1017KO,2019-06-01,2019-06-30,2239,"305,24",29,,35,
1017KO,2019-07-01,2019-07-31,2297,"312,99",30,,35,
1017KO,2019-08-01,2019-08-31,2422,"329,70",30,,35,
1017KO,2019-09-01,2019-09-30,2377,"323,68",29,,35,
1017KO,2019-10-01,2019-10-31,2541,"345,60",30,,35,
1017KO,2019-11-01,2019-11-30,2435,"331,43",29,,35,
1017KO,2019-12-01,2019-12-31,2522,"343,06",30,,35,
1017KO,2020-01-01,2020-01-31,2528,"341,70",30,,35,
1017KO,2020-02-01,2020-02-29,2523,"341,04",28,,35,
1017KO,2020-03-01,2020-03-31,2650,"357,87",30,,35,
1017KO,2020-04-01,2020-04-30,2555,"345,28",29,,35,
1017KO,2020-05-01,2020-05-31,2630,"355,22",30,,35,
1017KO,2020-06-01,2020-06-30,2572,"347,53",29,,35,
1017KO,2020-07-01,2020-07-31,2691,"363,30",30,,35,
1017KO,2020-08-01,2020-08-31,2762,"372,70",30,,35,
1017KO,2020-09-01,2020-09-30,2616,"353,36",29,,35,
1017KO,2020-10-01,2020-10-31,2693,"363,56",30,,35,
1017KO,2020-11-01,2020-11-30,2588,"342,84",29,,35,
1018KO,2018-01-01,2018-01-31,2826,"350,09",30,,35,
1018KO,2018-02-01,2018-02-28,2546,"316,35",27,,35,
1018KO,2018-03-01,2018-03-31,2831,"350,69",30,,35,
1018KO,2018-04-01,2018-04-30,2922,"361,65",29,,35,
1018KO,2018-05-01,2018-05-31,3062,"378,52",30,,35,
1018KO,2018-06-01,2018-06-30,2991,"369,97",29,,35,
1018KO,2018-07-01,2018-07-31,3082,"381,15",30,,35,
1018KO,2018-08-01,2018-08-31,3094,"382,59",30,,35,
1018KO,2018-09-01,2018-09-30,2954,"368,04",29,,35,
1018KO,2018-10-01,2018-10-31,2937,"365,98",30,,35,
1018KO,2018-11-01,2018-11-30,2971,"370,10",29,,35,
1018KO,2018-12-01,2018-12-31,3454,"428,71",30,,35,
1018KO,2019-01-01,2019-01-31,3673,"500,49",30,,35,
1018KO,2019-02-01,2019-02-28,2927,"400,81",27,,35,
1018KO,2019-03-01,2019-03-31,2978,"407,63",30,,35,
1018KO,2019-04-01,2019-04-30,2883,"394,93",29,,35,
1018KO,2019-05-01,2019-05-31,3031,"414,71",30,,35,
1018KO,2019-06-01,2019-06-30,3225,"440,63",29,,35,
1018KO,2019-07-01,2019-07-31,3345,"456,66",30,,35,
1018KO,2019-08-01,2019-08-31,2660,"365,14",30,,35,
1018KO,2019-09-01,2019-09-30,2318,"319,44",29,,35,
1018KO,2019-10-01,2019-10-31,2478,"340,82",30,,35,
1018KO,2019-11-01,2019-11-30,2456,"337,88",29,,35,
1018KO,2019-12-01,2019-12-31,2528,"347,50",30,,35,
1018KO,2020-01-01,2020-01-31,2532,"346,31",30,,35,
1018KO,2020-02-01,2020-02-29,2378,"325,91",28,,35,
1018KO,2020-03-01,2020-03-31,2548,"348,43",30,,35,
1018KO,2020-04-01,2020-04-30,2540,"347,37",29,,35,
1018KO,2020-05-01,2020-05-31,2628,"359,03",30,,35,
1018KO,2020-06-01,2020-06-30,2575,"352,01",29,,35,
1018KO,2020-07-01,2020-07-31,2700,"368,57",30,,35,
1018KO,2020-08-01,2020-08-31,2751,"375,33",30,,35,
1018KO,2020-09-01,2020-09-30,2632,"359,56",29,,35,
1018KO,2020-10-01,2020-10-31,2695,"367,91",30,,35,
1018KO,2020-11-01,2020-11-30,2602,"355,59",29,,35,
1019KO,2018-01-01,2018-01-31,2336,"289,25",30,,35,
1019KO,2018-02-01,2018-02-28,2116,"262,74",27,,35,
1019KO,2018-03-01,2018-03-31,2344,"290,21",30,,35,
1019KO,2018-04-01,2018-04-30,2308,"285,88",29,,35,
1019KO,2018-05-01,2018-05-31,2423,"299,73",30,,35,
1019KO,2018-06-01,2018-06-30,2372,"293,59",29,,35,
1019KO,2018-07-01,2018-07-31,2469,"305,45",30,,35,
1019KO,2018-08-01,2018-08-31,2478,"306,53",30,,35,
1019KO,2018-09-01,2018-09-30,2341,"291,86",29,,35,
1019KO,2018-10-01,2018-10-31,2401,"299,14",30,,35,
1019KO,2018-11-01,2018-11-30,2280,"284,46",29,,35,
1019KO,2018-12-01,2018-12-31,2327,"290,16",30,,35,
1019KO,2019-01-01,2019-01-31,2325,"318,55",30,,35,
1019KO,2019-02-01,2019-02-28,2108,"289,56",27,,35,
1019KO,2019-03-01,2019-03-31,2338,"320,29",30,,35,
1019KO,2019-04-01,2019-04-30,2302,"315,48",29,,35,
1019KO,2019-05-01,2019-05-31,2419,"331,11",30,,35,
1019KO,2019-06-01,2019-06-30,2380,"325,90",29,,35,
1019KO,2019-07-01,2019-07-31,2432,"332,85",30,,35,
1019KO,2019-08-01,2019-08-31,2435,"333,25",30,,35,
1019KO,2019-09-01,2019-09-30,2324,"318,42",29,,35,
1019KO,2019-10-01,2019-10-31,2374,"325,10",30,,35,
1019KO,2019-11-01,2019-11-30,2258,"309,60",29,,35,
1019KO,2019-12-01,2019-12-31,2381,"326,04",30,,35,
1019KO,2020-01-01,2020-01-31,2412,"328,38",30,,35,
1019KO,2020-02-01,2020-02-29,2271,"309,70",28,,35,
1019KO,2020-03-01,2020-03-31,2580,"350,63",30,,35,
1019KO,2020-04-01,2020-04-30,2581,"350,77",29,,35,
1019KO,2020-05-01,2020-05-31,2677,"363,48",30,,35,
1019KO,2020-06-01,2020-06-30,2561,"348,12",29,,35,
1019KO,2020-07-01,2020-07-31,2733,"370,90",30,,35,
1019KO,2020-08-01,2020-08-31,2837,"384,68",30,,35,
1019KO,2020-09-01,2020-09-30,2706,"367,32",29,,35,
1019KO,2020-10-01,2020-10-31,2763,"374,88",30,,35,
1019KO,2020-11-01,2020-11-30,2646,"359,38",29,,35,
1021KO,2018-01-01,2018-05-31,11966,"1 560,86",150,,31,
1021KO,2018-06-01,2018-06-30,2441,"318,10",29,,31,
1021KO,2018-07-01,2018-07-31,2545,"330,81",30,,31,
1021KO,2018-08-01,2018-08-31,2498,"311,94",30,,31,
1021KO,2018-09-01,2018-09-30,2415,"303,84",29,,31,
1021KO,2018-10-01,2018-10-31,2461,"309,42",30,,31,
1021KO,2018-11-01,2018-11-30,2365,"297,77",29,,31,
1021KO,2018-12-01,2018-12-31,2437,"306,51",30,,31,
1021KO,2019-01-01,2019-01-31,2437,"336,56",30,,31,
1021KO,2019-02-01,2019-02-28,2203,"305,29",27,,31,
1021KO,2019-03-01,2019-03-31,2423,"334,69",30,,31,
1021KO,2019-04-01,2019-04-30,2360,"326,27",29,,31,
1021KO,2019-05-01,2019-05-31,2458,"339,37",30,,31,
1021KO,2019-06-01,2019-06-30,2478,"342,04",29,,31,
1021KO,2019-07-01,2019-07-31,2525,"348,32",30,,31,
1021KO,2019-08-01,2019-08-31,2552,"351,93",30,,31,
1021KO,2019-09-01,2019-09-30,2401,"331,75",29,,31,
1021KO,2019-10-01,2019-10-31,2459,"339,50",30,,31,
1021KO,2019-11-01,2019-11-30,2361,"326,41",29,,31,
1021KO,2019-12-01,2019-12-31,2454,"338,83",30,,31,
1021KO,2020-01-01,2020-01-31,2450,"336,81",30,,31,
1021KO,2020-02-01,2020-02-29,2640,"361,98",28,,31,
1021KO,2020-03-01,2020-03-31,2476,"340,26",30,,31,
1021KO,2020-04-01,2020-04-30,2416,"332,31",29,,31,
1021KO,2020-05-01,2020-05-31,2500,"343,44",30,,31,
1021KO,2020-06-01,2020-06-30,2484,"341,32",29,,31,
1021KO,2020-07-01,2020-07-31,2593,"355,76",30,,31,
1021KO,2020-08-01,2020-08-31,2624,"359,86",30,,31,
1021KO,2020-09-01,2020-09-30,2489,"341,98",29,,31,
1021KO,2020-10-01,2020-10-31,2507,"344,36",30,,31,
1021KO,2020-11-01,2020-11-30,2308,"318,00",29,,31,
1020KO,2018-01-01,2018-01-31,2629,"322,75",30,,35,
1020KO,2018-02-01,2018-02-28,2371,"291,67",27,,35,
1020KO,2018-03-01,2018-03-31,2610,"320,46",30,,35,
1020KO,2018-04-01,2018-04-30,2588,"317,81",29,,35,
1020KO,2018-05-01,2018-05-31,2701,"331,43",30,,35,
1020KO,2018-06-01,2018-06-30,2635,"323,48",29,,35,
1020KO,2018-07-01,2018-07-31,2742,"336,56",30,,35,
1020KO,2018-08-01,2018-08-31,2762,"338,97",30,,35,
1020KO,2018-09-01,2018-09-30,2623,"324,28",29,,35,
1020KO,2018-10-01,2018-10-31,2675,"330,59",30,,35,
1020KO,2018-11-01,2018-11-30,2566,"317,36",29,,35,
1020KO,2018-12-01,2018-12-31,2641,"326,46",30,,35,
1020KO,2019-01-01,2019-01-31,2640,"358,82",30,,35,
1020KO,2019-02-01,2019-02-28,2387,"325,02",27,,35,
1020KO,2019-03-01,2019-03-31,2644,"359,36",30,,35,
1020KO,2019-04-01,2019-04-30,2574,"350,01",29,,35,
1020KO,2019-05-01,2019-05-31,2679,"364,03",30,,35,
1020KO,2019-06-01,2019-06-30,2689,"365,37",29,,35,
1020KO,2019-07-01,2019-07-31,2741,"372,32",30,,35,
1020KO,2019-08-01,2019-08-31,2761,"374,99",30,,35,
1020KO,2019-09-01,2019-09-30,2617,"355,75",29,,35,
1020KO,2019-10-01,2019-10-31,2681,"364,30",30,,35,
1020KO,2019-11-01,2019-11-30,2565,"348,80",29,,35,
1020KO,2019-12-01,2019-12-31,2644,"359,36",30,,35,
1020KO,2020-01-01,2020-01-31,2637,"356,14",30,,35,
1020KO,2020-02-01,2020-02-29,2484,"335,88",28,,35,
1020KO,2020-03-01,2020-03-31,2677,"361,44",30,,35,
1020KO,2020-04-01,2020-04-30,2622,"354,16",29,,35,
1020KO,2020-05-01,2020-05-31,2716,"366,61",30,,35,
1020KO,2020-06-01,2020-06-30,2350,"318,12",29,,35,
1020KO,2020-07-01,2020-07-31,2494,"337,20",30,,35,
1020KO,2020-08-01,2020-08-31,2543,"343,69",30,,35,
1020KO,2020-09-01,2020-09-30,2460,"332,70",29,,35,
1020KO,2020-10-01,2020-10-31,2539,"343,16",30,,35,
1020KO,2020-11-01,2020-11-30,2429,"328,59",29,,35,
1024KO,2018-01-01,2018-01-31,2595,"281,73",30,,35,
1024KO,2018-02-01,2018-02-28,2333,"256,79",27,,35,
1024KO,2018-03-01,2018-03-31,2557,"278,13",30,,35,
1024KO,2018-04-01,2018-04-30,2394,"262,57",29,,35,
1024KO,2018-05-01,2018-05-31,2554,"277,83",30,,35,
1024KO,2018-06-01,2018-06-30,2559,"278,28",29,,35,
1024KO,2018-07-01,2018-07-31,2700,"413,76",30,,35,
1024KO,2018-08-01,2018-08-31,2823,"340,26",30,,35,
1024KO,2018-09-01,2018-09-30,2456,"270,65",29,,35,
1024KO,2018-10-01,2018-10-31,2384,"263,72",30,,35,
1024KO,2018-11-01,2018-11-30,2276,"253,31",29,,35,
1024KO,2018-12-01,2018-12-31,2336,"259,09",30,,35,
1024KO,2019-01-01,2019-01-31,2331,"287,87",30,,35,
1024KO,2019-02-01,2019-02-28,2105,"263,47",27,,35,
1024KO,2019-03-01,2019-03-31,2344,"289,33",30,,35,
1024KO,2019-04-01,2019-04-30,2334,"288,26",29,,35,
1024KO,2019-05-01,2019-05-31,2287,"283,20",30,,35,
1024KO,2019-06-01,2019-06-30,2750,"376,66",29,,35,
1024KO,2019-07-01,2019-07-31,2982,"430,17",30,,35,
1024KO,2019-08-01,2019-08-31,3115,"372,68",30,,35,
1024KO,2019-09-01,2019-09-30,2900,"407,76",29,,35,
1024KO,2019-10-01,2019-10-31,2950,"354,81",30,,35,
1024KO,2019-11-01,2019-11-30,2801,"338,73",29,,35,
1024KO,2019-12-01,2019-12-31,2835,"396,24",30,,35,
1024KO,2020-01-01,2020-01-31,2696,"340,44",30,,35,
1024KO,2020-02-01,2020-02-29,2600,"327,34",28,,35,
1024KO,2020-03-01,2020-03-31,2800,"387,49",30,,35,
1024KO,2020-04-01,2020-04-30,3048,"355,09",29,,35,
1024KO,2020-05-01,2020-05-31,3178,"368,62",30,,35,
1024KO,2020-06-01,2020-06-30,3194,"370,30",29,,35,
1024KO,2020-07-01,2020-07-31,3312,"382,59",30,,35,
1024KO,2020-08-01,2020-08-31,3278,"454,55",30,,35,
1024KO,2020-09-01,2020-09-30,2862,"335,76",29,,35,
1024KO,2020-10-01,2020-10-31,2889,"357,39",30,,35,
1024KO,2020-11-01,2020-11-30,2842,"295,90",29,,35,
1242BR,2018-01-01,2018-01-31,2131,"282,19",30,,34,
1242BR,2018-02-01,2018-02-28,1916,"263,77",27,,34,
1242BR,2018-03-01,2018-03-31,2038,"274,22",30,,34,
1242BR,2018-04-01,2018-04-30,2360,"301,82",29,,34,
1242BR,2018-05-01,2018-05-31,2333,"299,50",30,,34,
1242BR,2018-06-01,2018-06-30,2434,"308,16",29,,34,
1242BR,2018-07-01,2018-07-31,2359,"301,73",30,,34,
1242BR,2018-08-01,2018-08-31,2245,"292,12",30,,34,
1242BR,2018-09-01,2018-09-30,2291,"296,06",29,,34,
1242BR,2018-10-01,2018-10-31,2185,"286,97",30,,34,
1242BR,2018-11-01,2018-11-30,2133,"282,53",29,,34,
1242BR,2018-12-01,2018-12-31,2282,"295,31",30,,34,
1242BR,2019-01-01,2019-01-31,2108,"305,84",30,,34,
1242BR,2019-02-01,2019-02-28,2164,"311,32",27,,34,
1242BR,2019-03-01,2019-03-31,2206,"315,43",30,,34,
1242BR,2019-04-01,2019-04-30,2186,"313,48",29,,34,
1242BR,2019-05-01,2019-05-31,2189,"313,77",30,,34,
1242BR,2019-06-01,2019-06-30,2429,"337,25",29,,34,
1242BR,2019-07-01,2019-07-31,2337,"328,25",30,,34,
1242BR,2019-08-01,2019-08-31,2341,"328,64",30,,34,
1242BR,2019-09-01,2019-09-30,2401,"334,51",29,,34,
1242BR,2019-10-01,2019-10-31,2209,"315,73",30,,34,
1242BR,2019-11-01,2019-11-30,2026,"297,82",29,,34,
1242BR,2019-12-01,2019-12-31,2047,"299,87",30,,34,
1242BR,2020-01-01,2020-01-31,2408,"334,07",30,,34,
1242BR,2020-02-01,2020-02-29,2076,"301,74",28,,34,
1242BR,2020-03-01,2020-03-31,2363,"329,69",30,,34,
1242BR,2020-04-01,2020-04-30,2115,"305,54",29,,34,
1242BR,2020-05-01,2020-05-31,2203,"314,11",30,,34,
1242BR,2020-06-01,2020-06-30,2363,"329,69",29,,34,
1242BR,2020-08-01,2020-08-31,2312,"324,72",30,,34,
1242BR,2020-09-01,2020-09-30,1971,"291,51",29,,34,
1242BR,2020-10-01,2020-10-31,2078,"301,93",30,,34,
1242BR,2020-11-01,2020-11-30,2165,"310,41",29,,34,
1243BR,2018-01-01,2018-01-31,1590,"178,78",30,,35,
1243BR,2018-02-01,2018-02-28,1441,"162,82",27,,35,
1243BR,2018-03-01,2018-03-31,1585,"178,21",30,,35,
1243BR,2018-04-01,2018-04-30,1553,"174,72",29,,35,
1243BR,2018-05-01,2018-05-31,1648,"184,75",30,,35,
1243BR,2018-06-01,2018-06-30,1624,"182,12",29,,35,
1243BR,2018-07-01,2018-07-31,1708,"191,12",30,,35,
1243BR,2018-08-01,2018-08-31,1748,"195,28",30,,35,
1243BR,2018-09-01,2018-09-30,1575,"178,30",29,,35,
1243BR,2018-10-01,2018-10-31,1598,"180,84",30,,35,
1243BR,2018-11-01,2018-11-30,1533,"173,86",29,,35,
1243BR,2018-12-01,2018-12-31,1585,"179,44",30,,35,
1243BR,2019-01-01,2019-01-31,1586,"175,38",30,,35,
1243BR,2019-02-01,2019-02-28,1422,"158,15",27,,35,
1243BR,2019-03-01,2019-03-31,1575,"174,21",30,,35,
1243BR,2019-04-01,2019-04-30,1542,"170,67",29,,35,
1243BR,2019-05-01,2019-05-31,1601,"176,86",30,,35,
1243BR,2019-06-01,2019-06-30,1691,"185,92",29,,35,
1243BR,2019-07-01,2019-07-31,1726,"189,66",30,,35,
1243BR,2019-08-01,2019-08-31,1719,"188,88",30,,35,
1243BR,2019-09-01,2019-09-30,1588,"175,33",29,,35,
1243BR,2019-10-01,2019-10-31,1608,"177,52",30,,35,
1243BR,2019-11-01,2019-11-30,1538,"170,16",29,,35,
1243BR,2019-12-01,2019-12-31,1599,"176,50",30,,35,
1243BR,2020-01-01,2020-01-31,1613,"210,97",30,,35,
1243BR,2020-02-01,2020-02-29,1482,"194,59",28,,35,
1243BR,2020-03-01,2020-03-31,1587,"206,73",30,,35,
1243BR,2020-04-01,2020-04-30,1539,"200,63",29,,35,
1243BR,2020-05-01,2020-05-31,1777,"229,32",30,,35,
1243BR,2020-06-01,2020-06-30,1796,"231,56",29,,35,
1243BR,2020-07-01,2020-07-31,2007,"257,47",30,,35,
1243BR,2020-08-01,2020-08-31,2044,"261,97",30,,35,
1243BR,2020-09-01,2020-09-30,1897,"243,87",29,,35,
1243BR,2020-10-01,2020-10-31,1901,"244,47",30,,35,
1243BR,2020-11-01,2020-11-30,1807,"232,85",29,,35,
1244BR,2018-01-01,2018-10-25,15089,"1 782,64",297,,3,
1244BR,2018-10-26,2018-12-31,3679,"433,02",66,,3,
1244BR,2019-01-01,2019-12-31,20746,"2 379,45",364,,3,
1245BR,2018-01-01,2018-03-31,5718,"681,95",89,,11,
1245BR,2018-04-01,2018-06-30,6260,"744,88",90,,11,
1245BR,2018-07-01,2018-09-30,6850,"817,31",91,,11,
1245BR,2018-10-01,2018-12-31,6457,"752,10",91,,11,
1245BR,2019-01-01,2019-03-31,7367,"989,24",89,,11,
1245BR,2019-04-01,2019-06-30,7544,"1 009,61",90,,11,
1245BR,2019-07-01,2019-09-30,7374,"986,13",91,,11,
1245BR,2019-10-01,2019-12-31,6230,"843,48",91,,11,
1245BR,2020-01-01,2020-03-31,8660,"1 159,23",90,,11,
1245BR,2020-04-01,2020-06-30,7103,"1 137,19",90,,11,
1245BR,2020-07-01,2020-09-30,7919,"1 263,40",91,,11,
1246BR,2018-01-01,2018-03-14,5910,"680,84",72,,3,
1246BR,2018-03-15,2018-12-31,23240,"2 683,77",291,,3,
1246BR,2019-01-01,2019-12-31,29405,"3 330,15",364,,3,
1249BR,2018-01-01,2018-11-14,19985,"2 363,95",317,,3,
1249BR,2018-11-15,2018-12-31,3013,"357,17",46,,3,
1249BR,2019-01-01,2019-12-31,28006,"3 186,79",364,,3,
1250BR,2018-01-01,2018-03-31,6641,"777,46",89,,11,
1250BR,2018-04-01,2018-06-30,7010,"657,68",90,,11,
1250BR,2018-07-01,2018-09-30,8579,"769,94",91,,11,
1250BR,2018-10-01,2018-12-31,6870,"787,97",91,,11,
1250BR,2019-01-01,2019-03-31,5525,"656,48",89,,11,
1250BR,2019-04-01,2019-06-30,7086,"937,55",90,,11,
1250BR,2019-07-01,2019-09-30,7271,"971,26",91,,11,
1250BR,2019-10-01,2019-12-31,7341,"970,02",91,,11,
1250BR,2020-01-01,2020-03-31,6172,"728,67",90,,11,
1250BR,2020-04-01,2020-06-30,8237,"1 048,32",90,,11,
1250BR,2020-07-01,2020-09-30,7390,"942,65",91,,11,
1251BR,2018-01-01,2018-05-01,8948,"1 039,37",120,,3,
1251BR,2018-05-02,2018-12-31,20502,"2 357,09",243,,3,
1251BR,2019-01-01,2019-12-31,28826,"3 270,81",364,,3,
1976BR,2018-01-01,2018-03-31,6313,"608,03",89,,11,
1976BR,2018-04-01,2018-06-30,6407,"613,79",90,,11,
1976BR,2018-07-01,2018-09-30,6621,"632,97",91,,11,
1976BR,2018-10-01,2018-12-31,7263,"705,24",91,,11,
1976BR,2019-01-01,2019-03-31,7902,"930,86",89,,11,
1976BR,2019-04-01,2019-06-30,7838,"921,75",90,,11,
1976BR,2019-07-01,2019-09-30,8101,"951,87",91,,11,
1976BR,2019-10-01,2019-12-31,7484,"866,65",91,,11,
1976BR,2020-01-01,2020-03-31,7296,"839,04",90,,11,
1976BR,2020-04-01,2020-06-30,7720,"893,20",90,,11,
1976BR,2020-07-01,2020-09-30,8123,"934,96",91,,11,
1975BR,2018-01-01,2018-05-13,8682,"1 021,88",132,,3,
1975BR,2018-05-14,2018-12-31,15624,"1 836,46",231,,3,
1975BR,2019-01-01,2019-12-31,26444,"3 026,75",364,,3,
1069BB,2018-01-01,2018-01-31,2574,"333,90",30,,35,
1069BB,2018-02-01,2018-02-28,2324,"302,53",27,,35,
1069BB,2018-03-01,2018-03-31,2574,"334,72",30,,35,
1069BB,2018-04-01,2018-04-30,2524,"328,57",29,,35,
1069BB,2018-05-01,2018-05-31,2629,"342,14",30,,35,
1069BB,2018-06-01,2018-06-30,2553,"332,46",29,,35,
1069BB,2018-07-01,2018-07-31,2633,"342,63",30,,35,
1069BB,2018-08-01,2018-08-31,2792,"363,48",30,,35,
1069BB,2018-09-01,2018-09-30,2878,"375,60",29,,35,
1069BB,2018-10-01,2018-10-31,2959,"385,44",30,,35,
1069BB,2018-11-01,2018-11-30,2859,"372,82",29,,35,
1069BB,2018-12-01,2018-12-31,2957,"385,06",30,,35,
1069BB,2019-01-01,2019-01-31,2947,"366,35",30,,35,
1069BB,2019-02-01,2019-02-28,2671,"333,28",27,,35,
1069BB,2019-03-01,2019-03-31,2953,"367,27",30,,35,
1069BB,2019-04-01,2019-04-30,2865,"356,66",29,,35,
1069BB,2019-05-01,2019-05-31,2880,"357,71",30,,35,
1069BB,2019-06-01,2019-06-30,2604,"325,18",29,,35,
1069BB,2019-07-01,2019-07-31,2680,"334,02",30,,35,
1069BB,2019-08-01,2019-08-31,2688,"335,09",30,,35,
1069BB,2019-09-01,2019-09-30,2582,"322,33",29,,35,
1069BB,2019-10-01,2019-10-31,2672,"332,95",30,,35,
1069BB,2019-11-01,2019-11-30,2571,"321,03",29,,35,
1069BB,2019-12-01,2019-12-31,2657,"331,16",30,,35,
1069BB,2020-01-01,2020-01-31,2680,"414,20",30,,35,
1069BB,2020-02-01,2020-02-29,2544,"393,73",28,,35,
1069BB,2020-03-01,2020-03-31,2823,"437,51",30,,35,
1069BB,2020-04-01,2020-04-30,2825,"437,18",29,,35,
1069BB,2020-05-01,2020-05-31,2891,"446,99",30,,35,
1069BB,2020-06-01,2020-06-30,2778,"429,89",29,,35,
1069BB,2020-07-01,2020-07-31,2917,"458,06",30,,35,
1069BB,2020-08-01,2020-08-31,2959,"454,05",30,,35,
1069BB,2020-09-01,2020-09-30,2849,"438,04",29,,35,
1069BB,2020-10-01,2020-10-31,2927,"449,73",30,,35,
1069BB,2020-11-01,2020-11-30,2815,"390,19",29,,35,
1070BB,2018-01-01,2018-06-30,15123,"2 389,43",180,,5,
1070BB,2018-07-01,2018-12-31,15219,"2 404,60",183,,5,
1070BB,2019-01-01,2019-06-30,15009,"2 806,68",180,,5,
1070BB,2019-07-01,2019-12-31,15417,"2 898,40",183,,5,
1070BB,2020-01-01,2020-06-30,15300,"2 876,40",181,,5,
1071BB,2018-01-01,2018-01-31,2774,"370,22",30,,35,
1071BB,2018-02-01,2018-02-28,2504,"336,37",27,,35,
